,DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,NR_TURNO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,TP_ABRANGENCIA,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,CD_CARGO,DS_CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_VOTO_EM_TRANSITO,QT_VOTOS_NOMINAIS
2388721,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25011,PALMEIRINA,59,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,28
2389434,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23655,CALÇADO,94,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,61
2389435,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26298,CAMARAGIBE,138,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,668
2390150,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23116,ALAGOINHA,120,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,60
2390175,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23035,AFRÂNIO,107,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,116
2390872,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24910,OLINDA,100,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,1230
2391611,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23108,SANTA CRUZ,82,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,37
2391615,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25550,SANTA TEREZINHA,99,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,44
2392329,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23140,DORMENTES,107,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,95
2393789,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25658,SÃO JOAQUIM DO MONTE,132,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,382
2398468,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25550,SANTA TEREZINHA,99,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,14
2399179,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23183,LAGOA GRANDE,137,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,27
2408482,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24953,OROCÓ,77,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,10
2409209,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25151,PEDRA,58,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,34
2411352,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25933,TACAIMBÓ,44,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,21
2417101,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25810,SERTÂNIA,62,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,43
2417108,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23752,CAPOEIRAS,130,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,27
2425780,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26093,TRACUNHAÉM,23,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,15
2430861,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26190,VENTUROSA,120,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,28
2435166,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25399,SAIRÉ,132,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,56
2447812,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26190,VENTUROSA,120,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,1
2449273,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25836,SIRINHAÉM,26,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,5
2449965,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26298,CAMARAGIBE,127,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,13
2451402,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24279,GRAVATÁ,30,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,10
2454350,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24791,MACAPARANA,90,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,1
2455073,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26158,TUPANATINGA,143,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,2
2459429,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26298,CAMARAGIBE,138,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,11
2460155,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23957,CORTÊS,28,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,1
2461611,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25356,RIBEIRÃO,28,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,2
2461614,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26239,VERTENTES,46,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,4
2462351,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,1,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,12
2463072,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23876,CHÃ DE ALEGRIA,21,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,2
2467507,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25135,PAULISTA,12,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,14
2520440,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26298,CAMARAGIBE,127,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,906
2520442,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23302,JAQUEIRA,43,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,3560
2520443,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25410,SALGADINHO,88,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,20
2520444,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25453,SALOÁ,136,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,8
2521121,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23078,ÁGUA PRETA,38,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,43
2521152,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,6,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,1517
2521153,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23094,ÁGUAS BELAS,64,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,65
2523274,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,2,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,22027
2526822,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24813,MACHADOS,88,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,25
2526843,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23833,CATENDE,43,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,89
2528257,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,1,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,1156
2528978,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23817,CARUARU,106,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,21835
2530399,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25518,SANTA MARIA DA BOA VISTA,81,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,15870
2534756,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23639,CAETÉS,130,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,10013
2534757,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24856,MIRANDIBA,69,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,11
2535448,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,5,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,25901
2539819,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24651,JUPI,92,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,5819
2539820,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23272,BARREIROS,42,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,146
2539825,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24910,OLINDA,100,1,Presidente,280000629808,13,FERNANDO HADDAD,FERNANDO HADDAD,#NULO#,12,APTO,2,DEFERIDO,Coligação,13,PT,Partido dos Trabalhadores,280000050703,O POVO FELIZ DE NOVO,PT / PC do B / PROS,6,2º TURNO,N,27013
2540536,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23698,CAMOCIM DE SÃO FÉLIX,132,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,21
2540542,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23574,CABO DE SANTO AGOSTINHO,15,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,535
2542727,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24970,OURICURI,82,1,Presidente,280000622171,18,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,MARINA SILVA,#NULO#,12,APTO,2,DEFERIDO,Coligação,18,REDE,Rede Sustentabilidade,280000050589,UNIDOS PARA TRANSFORMAR O BRASIL,REDE / PV,4,NÃO ELEITO,N,95
